cadena_configuracion,accuracy_train,error_train,precision_train,recall_train,f1_score_train,accuracy_val,error_val,precision_val,recall_val,f1_score_val
S200_DecTre_var1_var2_var3_var4_var5_var6_var7_var8_var9_var10_var11_ccp_alpha=0.0,0.9367311072056239,0.06326889279437609,0.9834254143646409,0.8436018957345972,0.9081632653061226,0.7676056338028169,0.23239436619718312,0.7555555555555555,0.6071428571428571,0.6732673267326731
S200_DecTre_var1_var2_var3_var4_var5_var6_var7_var8_var9_var10_var11_ccp_alpha=4.184450581639666e-06,0.9367311072056239,0.06326889279437609,0.9834254143646409,0.8436018957345972,0.9081632653061226,0.7676056338028169,0.23239436619718312,0.7555555555555555,0.6071428571428571,0.6732673267326731
S200_DecTre_var1_var2_var3_var4_var5_var6_var7_var8_var9_var10_var11_ccp_alpha=2.2531656978052803e-05,0.9367311072056239,0.06326889279437609,0.9834254143646409,0.8436018957345972,0.9081632653061226,0.7676056338028169,0.23239436619718312,0.7555555555555555,0.6071428571428571,0.6732673267326731
S200_DecTre_var1_var2_var3_var4_var5_var6_var7_var8_var9_var10_var11_ccp_alpha=3.605065116488865e-05,0.9367311072056239,0.06326889279437609,0.9834254143646409,0.8436018957345972,0.9081632653061226,0.7676056338028169,0.23239436619718312,0.7555555555555555,0.6071428571428571,0.6732673267326731
S200_DecTre_var1_var2_var3_var4_var5_var6_var7_var8_var9_var10_var11_ccp_alpha=7.433553386205123e-05,0.9367311072056239,0.06326889279437609,0.9834254143646409,0.8436018957345972,0.9081632653061226,0.7676056338028169,0.23239436619718312,0.7555555555555555,0.6071428571428571,0.6732673267326731
S200_DecTre_var1_var2_var3_var4_var5_var6_var7_var8_var9_var10_var11_ccp_alpha=9.738357717267981e-05,0.9367311072056239,0.06326889279437609,0.9834254143646409,0.8436018957345972,0.9081632653061226,0.7676056338028169,0.23239436619718312,0.7555555555555555,0.6071428571428571,0.6732673267326731
S200_DecTre_var1_var2_var3_var4_var5_var6_var7_var8_var9_var10_var11_ccp_alpha=0.00010651328753261916,0.9367311072056239,0.06326889279437609,0.9834254143646409,0.8436018957345972,0.9081632653061226,0.7676056338028169,0.23239436619718312,0.7555555555555555,0.6071428571428571,0.6732673267326731
S200_DecTre_var1_var2_var3_var4_var5_var6_var7_var8_var9_var10_var11_ccp_alpha=0.00011716461628588247,0.9367311072056239,0.06326889279437609,0.9834254143646409,0.8436018957345972,0.9081632653061226,0.7676056338028169,0.23239436619718312,0.7555555555555555,0.6071428571428571,0.6732673267326731
S200_DecTre_var1_var2_var3_var4_var5_var6_var7_var8_var9_var10_var11_ccp_alpha=0.0002785732135468493,0.9367311072056239,0.06326889279437609,0.9834254143646409,0.8436018957345972,0.9081632653061226,0.7676056338028169,0.23239436619718312,0.7555555555555555,0.6071428571428571,0.6732673267326731
S200_DecTre_var1_var2_var3_var4_var5_var6_var7_var8_var9_var10_var11_ccp_alpha=0.0002929115407147042,0.9367311072056239,0.06326889279437609,0.9834254143646409,0.8436018957345972,0.9081632653061226,0.7676056338028169,0.23239436619718312,0.7555555555555555,0.6071428571428571,0.6732673267326731
S200_DecTre_var1_var2_var3_var4_var5_var6_var7_var8_var9_var10_var11_ccp_alpha=0.00032220269478617494,0.9367311072056239,0.06326889279437609,0.9834254143646409,0.8436018957345972,0.9081632653061226,0.7676056338028169,0.23239436619718312,0.7555555555555555,0.6071428571428571,0.6732673267326731
S200_DecTre_var1_var2_var3_var4_var5_var6_var7_var8_var9_var10_var11_ccp_alpha=0.00033475604653109003,0.9367311072056239,0.06326889279437609,0.9834254143646409,0.8436018957345972,0.9081632653061226,0.7676056338028169,0.23239436619718312,0.7555555555555555,0.6071428571428571,0.6732673267326731
S200_DecTre_var1_var2_var3_var4_var5_var6_var7_var8_var9_var10_var11_ccp_alpha=0.00034460181260553314,0.9367311072056239,0.06326889279437609,0.9834254143646409,0.8436018957345972,0.9081632653061226,0.7676056338028169,0.23239436619718312,0.7555555555555555,0.6071428571428571,0.6732673267326731
S200_DecTre_var1_var2_var3_var4_var5_var6_var7_var8_var9_var10_var11_ccp_alpha=0.0004393673110720563,0.9367311072056239,0.06326889279437609,0.9834254143646409,0.8436018957345972,0.9081632653061226,0.7676056338028169,0.23239436619718312,0.7555555555555555,0.6071428571428571,0.6732673267326731
S200_DecTre_var1_var2_var3_var4_var5_var6_var7_var8_var9_var10_var11_ccp_alpha=0.00046865846514352596,0.9367311072056239,0.06326889279437609,0.9834254143646409,0.8436018957345972,0.9081632653061226,0.7676056338028169,0.23239436619718312,0.7555555555555555,0.6071428571428571,0.6732673267326731
S200_DecTre_var1_var2_var3_var4_var5_var6_var7_var8_var9_var10_var11_ccp_alpha=0.0005272407732864672,0.9367311072056239,0.06326889279437609,0.9834254143646409,0.8436018957345972,0.9081632653061226,0.7676056338028169,0.23239436619718312,0.7555555555555555,0.6071428571428571,0.6732673267326731
S200_DecTre_var1_var2_var3_var4_var5_var6_var7_var8_var9_var10_var11_ccp_alpha=0.0005278684408737116,0.9367311072056239,0.06326889279437609,0.9834254143646409,0.8436018957345972,0.9081632653061226,0.7676056338028169,0.23239436619718312,0.7555555555555555,0.6071428571428571,0.6732673267326731
S200_DecTre_var1_var2_var3_var4_var5_var6_var7_var8_var9_var10_var11_ccp_alpha=0.0005858230814294084,0.9349736379613357,0.0650263620386643,0.9833333333333333,0.8388625592417062,0.9053708439897699,0.7676056338028169,0.23239436619718312,0.7555555555555555,0.6071428571428571,0.6732673267326731
